index,gen
13186,aac(3)-VIa
13186,aadA1
13186,mdsA
13186,mdsB
13186,sul1
13187,mdsA
13187,mdsB
13187,tet(B)
13188,mdsA
13188,mdsB
13188,tet(B)
13189,aac(3)-VIa
13189,aadA1
13189,mdsA
13189,mdsB
13189,sul1
13190,mdsA
13190,mdsB
13191,mdsA
13191,mdsB
13191,tet(B)
13192,mdsA
13192,mdsB
13193,mdsA
13193,mdsB
13194,mdsA
13194,mdsB
13195,blaHER-3
13195,mdsA
13195,mdsB
13196,mdsA
13196,mdsB
13197,mdsA
13197,mdsB
13198,mdsA
13198,mdsB
13199,mdsA
13199,mdsB
13200,mdsA
13200,mdsB
13201,mdsA
13201,mdsB
13202,mdsA
13202,mdsB
13203,mdsA
13203,mdsB
13204,mdsA
13204,mdsB
13204,tet(B)
13205,mdsA
13205,mdsB
13206,mdsA
13206,mdsB
13207,mdsA
13207,mdsB
13207,tet(B)
13208,mdsA
13208,mdsB
13209,mdsA
13209,mdsB
13210,mdsA
13210,mdsB
13211,mdsA
13211,mdsB
13211,tet(A)
13212,mdsA
13212,mdsB
13213,mdsA
13213,mdsB
13213,tet(B)
13214,mdsA
13214,mdsB
13215,blaCMY-2
13215,mdsA
13215,mdsB
13216,mdsA
13216,mdsB
13217,mdsA
13217,mdsB
13218,mdsA
13218,mdsB
13219,mdsA
13219,mdsB
13220,aph(3'')-Ib
13220,aph(6)-Id
13220,blaTEM-1
13220,mdsA
13220,mdsB
13220,sul2
13220,tet(B)
13221,aph(3'')-Ib
13221,aph(6)-Id
13221,blaTEM-1
13221,mdsA
13221,mdsB
13221,sul2
13221,tet(B)
13222,aph(3'')-Ib
13222,aph(6)-Id
13222,blaTEM-1
13222,mdsA
13222,mdsB
13222,sul2
13222,tet(B)
13223,aph(3'')-Ib
13223,aph(6)-Id
13223,blaTEM-1
13223,mdsA
13223,mdsB
13223,sul2
13223,tet(B)
13224,aph(3'')-Ib
13224,aph(6)-Id
13224,blaTEM-1
13224,mdsA
13224,mdsB
13224,sul2
13224,tet(B)
13225,aph(3'')-Ib
13225,aph(6)-Id
13225,blaTEM-1
13225,mdsA
13225,mdsB
13225,sul2
13225,tet(B)
13226,aph(3'')-Ib
13226,aph(6)-Id
13226,blaTEM-1
13226,mdsA
13226,mdsB
13226,sul2
13226,tet(B)
13227,aac(3)-Id
13227,aadA7
13227,blaTEM-1
13227,mdsA
13227,mdsB
13227,sul1
13227,tet(A)
13228,blaTEM-1
13228,mdsA
13228,mdsB
13229,mdsA
13229,mdsB
13230,mdsA
13230,mdsB
13231,mdsA
13231,mdsB
13232,mdsA
13232,mdsB
13233,mdsA
13233,mdsB
13234,mdsA
13234,mdsB
13235,mdsA
13235,mdsB
13236,mdsA
13236,mdsB
13237,mdsA
13237,mdsB
13238,mdsA
13238,mdsB
13239,mdsA
13239,mdsB
13240,mdsA
13240,mdsB
13241,mdsA
13241,mdsB
13242,mdsA
13242,mdsB
13243,mdsA
13243,mdsB
13244,mdsA
13244,mdsB
13245,mdsA
13245,mdsB
13246,mdsA
13246,mdsB
13247,mdsA
13247,mdsB
13248,mdsA
13248,mdsB
13249,mdsA
13249,mdsB
13250,mdsA
13250,mdsB
13251,mdsA
13251,mdsB
13252,mdsA
13252,mdsB
13253,mdsA
13253,mdsB
13254,mdsA
13254,mdsB
13255,mdsA
13255,mdsB
13256,aadA2
13256,aph(3')-Ia
13256,blaTEM-1
13256,dfrA12
13256,mdsA
13256,mdsB
13256,mph(A)
13256,sul1
13256,sul2
13256,tet(B)
13257,blaCMY-2
13257,mdsA
13257,mdsB
13258,mdsA
13258,mdsB
13259,blaCMY-2
13259,mdsA
13259,mdsB
13260,mdsA
13260,mdsB
13261,mdsA
13261,mdsB
13262,mdsA
13262,mdsB
13263,mdsA
13263,mdsB
13264,mdsA
13264,mdsB
13265,mdsA
13265,mdsB
13266,mdsA
13266,mdsB
13266,tet(B)
13267,mdsA
13267,mdsB
13268,mdsA
13268,mdsB
13269,mdsA
13269,mdsB
13270,mdsA
13270,mdsB
13271,aph(3'')-Ib
13271,aph(6)-Id
13271,mdsA
13271,mdsB
13271,sul2
13271,tet(A)
13272,mdsA
13272,mdsB
13273,mdsA
13273,mdsB
13274,mdsA
13274,mdsB
13275,blaTEM-1
13275,mdsA
13275,mdsB
13276,mdsA
13276,mdsB
13277,mdsA
13277,mdsB
13278,aph(3'')-Ib
13278,aph(6)-Id
13278,blaTEM-1
13278,blaTEM
13278,mdsA
13278,mdsB
13278,sul2
13278,tet(A)
13279,aph(3'')-Ib
13279,aph(6)-Id
13279,mdsA
13279,mdsB
13279,sul2
13279,tet(A)
13280,mdsA
13280,mdsB
13281,aph(3'')-Ib
13281,aph(6)-Id
13281,mdsA
13281,mdsB
13281,sul2
13281,tet(A)
13282,aph(3'')-Ib
13282,aph(6)-Id
13282,mdsA
13282,mdsB
13282,sul2
13282,tet(A)
13283,aph(3'')-Ib
13283,aph(6)-Id
13283,mdsA
13283,mdsB
13283,sul2
13283,tet(A)
13284,aph(3'')-Ib
13284,aph(6)-Id
13284,blaTEM-1
13284,blaTEM
13284,mdsA
13284,mdsB
13284,sul2
13284,tet(A)
13285,mdsA
13285,mdsB
13286,mdsA
13286,mdsB
13287,aph(3'')-Ib
13287,aph(6)-Id
13287,mdsA
13287,mdsB
13288,mdsB
13289,aph(3'')-Ib
13289,aph(6)-Id
13289,mdsA
13289,mdsB
13289,sul2
13289,tet(A)
13290,aph(3'')-Ib
13290,aph(6)-Id
13290,mdsA
13290,mdsB
13290,sul2
13290,tet(A)
13291,aac(3)-VIa
13291,aadA1
13291,aph(3'')-Ib
13291,aph(6)-Id
13291,blaHER-3
13291,mdsA
13291,mdsB
13291,sul1
13292,aac(3)-VIa
13292,aadA1
13292,aph(3'')-Ib
13292,aph(6)-Id
13292,blaHER-3
13292,mdsA
13292,mdsB
13292,sul1
13293,mdsA
13293,mdsB
13294,mdsA
13294,mdsB
13295,mdsA
13295,mdsB
13296,aph(3'')-Ib
13296,aph(6)-Id
13296,mdsA
13296,mdsB
13296,sul2
13296,tet(A)
13297,aph(3'')-Ib
13297,aph(3')-Ia
13297,aph(6)-Id
13297,blaTEM-1
13297,mdsA
13297,mdsB
13297,tet(B)
13298,mdsA
13298,mdsB
13299,mdsA
13299,mdsB
13300,blaTEM-1
13300,mdsA
13300,mdsB
13301,mdsA
13301,mdsB
13301,tet(C)
13302,aph(3')-Ia
13302,mdsA
13302,mdsB
13303,aph(3'')-Ib
13303,aph(6)-Id
13303,mdsB
13303,sul2
13303,tet(A)
13304,mdsA
13304,mdsB
13305,mdsA
13305,mdsB
13306,mdsA
13306,mdsB
13307,mdsA
13307,mdsB
13308,mdsA
13308,mdsB
13309,mdsA
13309,mdsB
13310,aph(3')-Ia
13310,mdsA
13310,mdsB
13311,mdsA
13311,mdsB
13312,mdsA
13312,mdsB
13313,mdsA
13313,mdsB
13314,mdsA
13314,mdsB
13315,mdsA
13315,mdsB
13316,mdsA
13316,mdsB
13317,aph(6)-Id
13317,dfrA14
13317,mdsA
13317,mdsB
13317,sul2
13317,tet(A)
13318,aac(3)-VIa
13318,aadA1
13318,aph(3'')-Ib
13318,aph(3')-Ia
13318,aph(6)-Id
13318,blaHER-3
13318,mdsA
13318,mdsB
13319,aph(3'')-Ib
13319,aph(6)-Id
13319,mdsA
13319,mdsB
13319,sul2
13319,tet(A)
13320,mdsA
13320,mdsB
13321,mdsA
13321,mdsB
13322,aph(3'')-Ib
13322,aph(6)-Id
13322,mdsA
13322,mdsB
13322,sul2
13322,tet(A)
13323,mdsA
13323,mdsB
13324,aph(3'')-Ib
13324,aph(6)-Id
13324,mdsA
13324,mdsB
13324,sul2
13324,tet(A)
13325,aph(3'')-Ib
13325,aph(3')-Ia
13325,aph(6)-Id
13325,blaHER-3
13325,mdsA
13325,mdsB
13326,aph(3'')-Ib
13326,aph(6)-Id
13326,mdsA
13326,mdsB
13326,sul2
13326,tet(A)
13327,aph(3'')-Ib
13327,aph(6)-Id
13327,mdsA
13327,mdsB
13327,sul2
13327,tet(A)
13328,aph(3'')-Ib
13328,aph(6)-Id
13328,mdsA
13328,mdsB
13328,sul2
13328,tet(A)
13329,aac(3)-VIa
13329,aadA1
13329,blaHER-3
13329,mdsA
13329,mdsB
13329,sul1
13330,mdsA
13330,mdsB
13331,aph(3'')-Ib
13331,aph(3')-Ia
13331,aph(6)-Id
13331,mdsA
13331,mdsB
13331,sul2
13331,tet(A)
13332,aph(3'')-Ib
13332,aph(6)-Id
13332,mdsA
13332,mdsB
13332,sul2
13332,tet(A)
13333,aac(3)-VIa
13333,aadA1
13333,blaHER-3
13333,blaHER
13333,mdsA
13333,mdsB
13333,sul1
13334,aph(3'')-Ib
13334,aph(6)-Id
13334,mdsA
13334,mdsB
13334,sul2
13334,tet(A)
13335,aac(3)-VIa
13335,aadA1
13335,aph(3'')-Ib
13335,aph(6)-Id
13335,blaHER-3
13335,mdsA
13335,mdsB
13335,sul1
13336,mdsA
13336,mdsB
13337,aph(3'')-Ib
13337,aph(6)-Id
13337,mdsA
13337,mdsB
13338,mdsA
13338,mdsB
13339,mdsA
13339,mdsB
13340,aac(3)-VIa
13340,aadA1
13340,aph(3'')-Ib
13340,aph(6)-Id
13340,mdsA
13340,mdsB
13340,sul1
13341,aac(3)-VIa
13341,aadA1
13341,aph(3'')-Ib
13341,aph(6)-Id
13341,blaHER-3
13341,mdsA
13341,mdsB
13341,sul1
13342,mdsA
13342,mdsB
13343,mdsA
13343,mdsB
13344,mdsA
13344,mdsB
13345,aph(3'')-Ib
13345,aph(6)-Id
13345,blaTEM-1
13345,mdsA
13345,mdsB
13345,sul2
13345,tet(A)
13346,mdsA
13346,mdsB
13347,aac(3)-VIa
13347,aadA1
13347,aph(3'')-Ib
13347,aph(3')-Ia
13347,aph(6)-Id
13347,blaHER-3
13347,mdsA
13347,mdsB
13347,sul1
13348,aac(3)-VIa
13348,aadA1
13348,aph(3'')-Ib
13348,aph(3')-Ia
13348,aph(6)-Id
13348,blaHER-3
13348,mdsA
13348,mdsB
13348,sul1
13349,mdsA
13349,mdsB
13350,mdsA
13350,mdsB
13351,mdsA
13351,mdsB
13352,blaTEM-1
13352,mdsA
13352,mdsB
13353,aadA1
13353,blaHER
13353,mdsB
13354,mdsA
13354,mdsB
13355,aph(3'')-Ib
13355,aph(6)-Id
13355,mdsA
13355,mdsB
13355,sul2
13355,tet(A)
13356,aph(3')-Ia
13356,aph(6)-Id
13356,dfrA14
13356,mdsA
13356,mdsB
13356,sul2
13357,mdsA
13357,mdsB
13358,mdsA
13358,mdsB
13359,aph(3'')-Ib
13359,aph(6)-Id
13359,blaTEM-1
13359,mdsA
13359,mdsB
13359,sul2
13359,tet(A)
13360,mdsA
13360,mdsB
13361,blaTEM-1
13361,mdsA
13361,mdsB
13362,aph(6)-Id
13362,mdsA
13362,mdsB
13363,mdsA
13363,mdsB
13364,mdsA
13364,mdsB
13365,mdsA
13365,mdsB
13366,mdsA
13366,mdsB
13367,blaTEM-1
13367,mdsA
13367,mdsB
13368,blaTEM-1
13368,mdsA
13368,mdsB
13369,mdsA
13369,mdsB
13370,mdsA
13370,mdsB
13371,blaTEM-1
13371,mdsA
13371,mdsB
13372,blaTEM-1
13372,blaTEM
13372,mdsA
13372,mdsB
13373,aph(3'')-Ib
13373,aph(6)-Id
13373,mdsA
13373,mdsB
13373,sul2
13373,tet(A)
13374,mdsA
13374,mdsB
13375,mdsA
13375,mdsB
13376,aph(3'')-Ib
13376,aph(6)-Id
13376,blaTEM-1
13376,mdsA
13376,mdsB
13376,sul2
13376,tet(A)
13377,mdsA
13377,mdsB
13378,blaTEM-1
13378,blaTEM
13378,mdsA
13378,mdsB
13379,blaTEM-1
13379,mdsA
13379,mdsB
13380,mdsA
13380,mdsB
13381,mdsA
13381,mdsB
13382,aph(3'')-Ib
13382,aph(6)-Id
13382,blaTEM-1
13382,mdsA
13382,mdsB
13382,sul2
13382,tet(A)
13383,mdsA
13383,mdsB
13384,mdsA
13384,mdsB
13385,blaTEM-1
13385,blaTEM
13385,mdsA
13385,mdsB
13386,aph(3')-Ia
13386,mdsA
13386,mdsB
13387,mdsA
13387,mdsB
13388,mdsA
13388,mdsB
13389,mdsA
13389,mdsB
13390,aph(3'')-Ib
13390,aph(6)-Id
13390,blaTEM-1
13390,mdsA
13390,mdsB
13390,sul2
13390,tet(A)
13391,aph(3'')-Ib
13391,aph(6)-Id
13391,mdsA
13391,mdsB
13391,sul2
13391,tet(A)
13392,blaTEM-1
13392,blaTEM
13392,mdsA
13392,mdsB
13393,mdsA
13393,mdsB
13394,mdsA
13394,mdsB
13395,blaTEM-1
13395,mdsA
13395,mdsB
13396,blaTEM-1
13396,mdsA
13396,mdsB
13397,aph(3'')-Ib
13397,aph(6)-Id
13397,blaTEM-1
13397,mdsA
13397,mdsB
13397,sul2
13397,tet(A)
13398,aph(3'')-Ib
13398,aph(6)-Id
13398,mdsA
13398,mdsB
13398,sul2
13398,tet(A)
13399,mdsA
13399,mdsB
13400,aph(3'')-Ib
13400,aph(6)-Id
13400,blaTEM-1
13400,blaTEM
13400,mdsA
13400,mdsB
13400,sul2
13400,tet(A)
13401,mdsA
13401,mdsB
13402,mdsA
13402,mdsB
13403,blaTEM-1
13403,blaTEM
13403,mdsA
13403,mdsB
13404,mdsA
13404,mdsB
13405,blaTEM-1
13405,blaTEM
13405,mdsA
13405,mdsB
13406,mdsA
13406,mdsB
13407,blaTEM-1
13407,mdsA
13407,mdsB
13408,mdsA
13408,mdsB
13409,blaTEM-1
13409,mdsA
13409,mdsB
13410,aph(3')-Ia
13410,mdsA
13410,mdsB
13411,aph(3'')-Ib
13411,aph(6)-Id
13411,mdsA
13411,mdsB
13411,sul2
13411,tet(A)
13412,mdsA
13412,mdsB
13413,mdsA
13413,mdsB
13414,aph(3'')-Ib
13414,aph(6)-Id
13414,blaTEM-1
13414,blaTEM
13414,mdsA
13414,mdsB
13414,sul2
13414,tet(A)
13415,blaTEM-1
13415,mdsA
13415,mdsB
13416,blaTEM-1
13416,mdsA
13416,mdsB
13417,aph(3'')-Ib
13417,aph(6)-Id
13417,blaTEM-1
13417,mdsA
13417,mdsB
13417,sul2
13417,tet(A)
13418,aph(3'')-Ib
13418,aph(6)-Id
13418,blaTEM-1
13418,mdsA
13418,mdsB
13418,sul2
13418,tet(A)
13419,aph(3'')-Ib
13419,aph(6)-Id
13419,mdsA
13419,mdsB
13419,sul2
13419,tet(A)
13420,blaTEM-1
13420,blaTEM
13420,mdsA
13420,mdsB
13421,blaTEM-1
13421,mdsA
13421,mdsB
13422,aph(3'')-Ib
13422,aph(6)-Id
13422,blaTEM-1
13422,blaTEM
13422,mdsA
13422,mdsB
13422,sul2
13422,tet(A)
13423,mdsA
13423,mdsB
13424,aph(3'')-Ib
13424,aph(3')-Ia
13424,aph(6)-Id
13424,mdsA
13424,mdsB
13425,mdsA
13425,mdsB
13426,aph(3'')-Ib
13426,aph(6)-Id
13426,mdsA
13426,mdsB
13426,sul2
13426,tet(A)
13427,blaTEM-1
13427,mdsA
13427,mdsB
13428,mdsA
13428,mdsB
13429,aph(3'')-Ib
13429,aph(6)-Id
13429,blaTEM-1
13429,blaTEM
13429,mdsA
13429,mdsB
13429,sul2
13429,tet(A)
13430,aph(3'')-Ib
13430,aph(6)-Id
13430,blaTEM-1
13430,mdsA
13430,mdsB
13430,sul2
13430,tet(A)
13431,blaTEM-1
13431,blaTEM
13431,mdsA
13431,mdsB
13432,blaCTX-M-1
13432,blaTEM-1
13432,mdsA
13432,mdsB
13433,mdsA
13433,mdsB
13434,mdsA
13434,mdsB
13435,aph(3'')-Ib
13435,aph(6)-Id
13435,blaTEM-1
13435,mdsA
13435,mdsB
13435,sul2
13435,tet(A)
13436,blaTEM-1
13436,mdsA
13436,mdsB
13437,aph(3'')-Ib
13437,aph(6)-Id
13437,blaTEM-1
13437,blaTEM
13437,mdsA
13437,mdsB
13437,sul2
13437,tet(A)
13438,mdsA
13438,mdsB
13439,blaTEM-1
13439,mdsA
13439,mdsB
13440,blaTEM-1
13440,mdsA
13440,mdsB
13441,mdsA
13441,mdsB
13442,aph(3'')-Ib
13442,aph(6)-Id
13442,blaTEM-1
13442,mdsA
13442,mdsB
13442,sul2
13442,tet(A)
13443,mdsA
13443,mdsB
13444,blaTEM-1
13444,blaTEM
13444,mdsA
13444,mdsB
13445,aph(3'')-Ib
13445,aph(6)-Id
13445,blaTEM-1
13445,blaTEM
13445,mdsA
13445,mdsB
13445,sul2
13445,tet(A)
13446,aph(3'')-Ib
13446,aph(6)-Id
13446,blaTEM-1
13446,mdsA
13446,mdsB
13446,sul2
13446,tet(A)
13447,mdsA
13447,mdsB
13448,blaTEM-1
13448,blaTEM
13448,mdsA
13448,mdsB
13449,mdsA
13449,mdsB
13450,aph(3'')-Ib
13450,aph(6)-Id
13450,blaTEM-1
13450,mdsA
13450,mdsB
13450,sul2
13450,tet(A)
13451,blaCTX-M-1
13451,blaTEM-1
13451,mdsA
13451,mdsB
13452,mdsA
13452,mdsB
13453,aph(3'')-Ib
13453,aph(6)-Id
13453,blaTEM-1
13453,mdsA
13453,mdsB
13453,sul2
13453,tet(A)
13454,blaTEM-1
13454,blaTEM
13454,mdsA
13454,mdsB
13455,blaTEM-1
13455,mdsA
13455,mdsB
13456,aph(3'')-Ib
13456,aph(6)-Id
13456,blaTEM-1
13456,mdsA
13456,mdsB
13456,sul2
13456,tet(A)
13457,mdsA
13457,mdsB
13458,mdsA
13458,mdsB
13459,mdsA
13459,mdsB
13460,blaTEM-1
13460,blaTEM
13460,mdsA
13460,mdsB
13461,aph(3'')-Ib
13461,aph(6)-Id
13461,blaTEM-1
13461,mdsA
13461,mdsB
13461,qnrB19
13461,sul2
13461,tet(A)
13462,blaTEM-1
13462,blaTEM
13462,mdsA
13462,mdsB
13463,blaHER-3
13463,blaTEM-1
13463,mdsA
13463,mdsB
13464,blaTEM-1
13464,mdsA
13464,mdsB
13465,aph(3'')-Ib
13465,aph(6)-Id
13465,blaTEM-1
13465,mdsA
13465,mdsB
13465,sul2
13465,tet(A)
13466,blaTEM-1
13466,blaTEM
13466,mdsA
13466,mdsB
13467,blaTEM-1
13467,mdsA
13467,mdsB
13468,blaTEM-1
13468,blaTEM
13468,mdsA
13468,mdsB
13469,blaTEM-1
13469,mdsA
13469,mdsB
13470,aph(3'')-Ib
13470,aph(6)-Id
13470,blaTEM-1
13470,mdsA
13470,mdsB
13470,sul2
13470,tet(A)
13471,mdsA
13471,mdsB
13472,aac(3)-IId
13472,blaTEM-1
13472,mdsA
13472,mdsB
13472,tet(A)
13473,mdsA
13473,mdsB
13474,blaTEM-1
13474,mdsA
13474,mdsB
13475,blaTEM-1
13475,mdsA
13475,mdsB
13476,blaTEM-1
13476,mdsA
13476,mdsB
13477,blaTEM-1
13477,mdsA
13477,mdsB
13478,blaTEM-1
13478,mdsA
13478,mdsB
13479,aph(3')-Ia
13479,blaTEM-1
13479,mdsA
13479,mdsB
13480,aph(3'')-Ib
13480,aph(6)-Id
13480,blaTEM-1
13480,mdsA
13480,mdsB
13480,sul2
13480,tet(A)
13481,aph(3'')-Ib
13481,aph(6)-Id
13481,blaTEM-1
13481,mdsA
13481,mdsB
13481,sul2
13481,tet(A)
13482,mdsA
13482,mdsB
13483,mdsA
13483,mdsB
13484,aph(3'')-Ib
13484,aph(6)-Id
13484,blaTEM-1
13484,mdsA
13484,mdsB
13484,sul2
13484,tet(A)
13485,blaTEM-1
13485,blaTEM
13485,mdsA
13485,mdsB
13486,blaTEM-1
13486,blaTEM
13486,mdsA
13486,mdsB
13487,blaTEM-1
13487,mdsA
13487,mdsB
13488,aph(3'')-Ib
13488,aph(6)-Id
13488,blaTEM-1
13488,mdsA
13488,mdsB
13488,sul2
13488,tet(A)
13489,blaTEM-1
13489,mdsA
13489,mdsB
13490,aph(3'')-Ib
13490,aph(6)-Id
13490,blaTEM-1
13490,mdsA
13490,mdsB
13490,sul2
13490,tet(A)
13491,mdsA
13491,mdsB
13492,mdsA
13492,mdsB
13493,aph(3'')-Ib
13493,aph(6)-Id
13493,mdsA
13493,mdsB
13493,sul2
13493,tet(A)
13494,mdsA
13494,mdsB
13495,blaTEM-1
13495,mdsA
13495,mdsB
13496,blaTEM-1
13496,mdsA
13496,mdsB
13497,blaTEM-1
13497,mdsA
13497,mdsB
13498,aph(3'')-Ib
13498,aph(6)-Id
13498,blaTEM-1
13498,blaTEM
13498,mdsA
13498,mdsB
13498,sul2
13498,tet(A)
13499,aph(3'')-Ib
13499,aph(6)-Id
13499,blaTEM-1
13499,blaTEM
13499,mdsA
13499,mdsB
13499,sul2
13499,tet(A)
13500,aph(3'')-Ib
13500,aph(6)-Id
13500,blaTEM-1
13500,mdsA
13500,mdsB
13500,sul2
13500,tet(A)
13501,aph(3'')-Ib
13501,aph(6)-Id
13501,mdsA
13501,mdsB
13501,sul2
13501,tet(A)
13502,blaTEM-1
13502,mdsA
13502,mdsB
13503,aph(3'')-Ib
13503,aph(6)-Id
13503,blaTEM-1
13503,mdsA
13503,mdsB
13503,sul2
13503,tet(A)
13504,aph(3'')-Ib
13504,aph(6)-Id
13504,blaTEM-1
13504,blaTEM
13504,mdsA
13504,mdsB
13504,sul2
13504,tet(A)
13505,blaTEM-1
13505,mdsA
13505,mdsB
13506,blaTEM-1
13506,blaTEM
13506,mdsA
13506,mdsB
13507,blaTEM-1
13507,mdsA
13507,mdsB
13508,aph(3'')-Ib
13508,aph(6)-Id
13508,mdsA
13508,mdsB
13508,sul2
13508,tet(A)
13509,blaTEM-1
13509,mdsA
13509,mdsB
13510,mdsA
13510,mdsB
13511,aph(3'')-Ib
13511,aph(6)-Id
13511,blaTEM-1
13511,mdsA
13511,mdsB
13511,sul2
13511,tet(A)
13512,mdsA
13512,mdsB
13513,mdsA
13513,mdsB
13514,blaTEM-1
13514,mdsA
13514,mdsB
13515,mdsA
13515,mdsB
13516,mdsA
13516,mdsB
13517,mdsA
13517,mdsB
13518,aph(3'')-Ib
13518,aph(6)-Id
13518,blaTEM-1
13518,blaTEM
13518,mdsA
13518,mdsB
13518,sul2
13518,tet(A)
13519,aph(3'')-Ib
13519,aph(6)-Id
13519,mdsA
13519,mdsB
13519,sul2
13519,tet(A)
13520,mdsA
13520,mdsB
13521,aph(3'')-Ib
13521,aph(6)-Id
13521,mdsA
13521,mdsB
13521,sul2
13521,tet(A)
13522,mdsA
13522,mdsB
13523,mdsA
13523,mdsB
13524,blaTEM-1
13524,mdsA
13524,mdsB
13525,mdsA
13525,mdsB
13526,aph(3'')-Ib
13526,aph(6)-Id
13526,blaTEM-1
13526,mdsA
13526,mdsB
13526,sul2
13526,tet(A)
13527,mdsA
13527,mdsB
13528,mdsA
13528,mdsB
13529,aph(3'')-Ib
13529,aph(6)-Id
13529,mdsA
13529,mdsB
13529,sul2
13529,tet(A)
13530,mdsA
13530,mdsB
13531,mdsA
13531,mdsB
13532,blaTEM-1
13532,mdsA
13532,mdsB
13533,mdsA
13533,mdsB
13534,blaTEM-1
13534,mdsA
13534,mdsB
13535,blaTEM-1
13535,mdsA
13535,mdsB
13536,blaTEM-1
13536,blaTEM
13536,mdsA
13536,mdsB
13537,aph(3'')-Ib
13537,aph(6)-Id
13537,blaTEM-1
13537,blaTEM
13537,mdsA
13537,mdsB
13537,sul2
13537,tet(A)
13538,aph(3'')-Ib
13538,aph(6)-Id
13538,blaTEM-1
13538,blaTEM
13538,mdsA
13538,mdsB
13538,sul2
13538,tet(A)
13539,aph(3'')-Ib
13539,aph(6)-Id
13539,mdsA
13539,mdsB
13539,sul2
13539,tet(A)
13540,blaTEM-1
13540,mdsA
13540,mdsB
13541,aph(3'')-Ib
13541,aph(6)-Id
13541,mdsA
13541,mdsB
13541,sul2
13541,tet(A)
13542,mdsA
13542,mdsB
13543,mdsA
13543,mdsB
13544,mdsA
13544,mdsB
13545,aph(3')-Ia
13545,mdsA
13545,mdsB
13546,blaTEM-1
13546,blaTEM
13546,mdsA
13546,mdsB
13547,mdsA
13547,mdsB
13548,blaTEM-1
13548,blaTEM
13548,mdsA
13548,mdsB
13549,mdsA
13549,mdsB
13550,aph(3'')-Ib
13550,aph(6)-Id
13550,blaTEM-1
13550,mdsA
13550,mdsB
13550,sul2
13550,tet(A)
13551,mdsA
13551,mdsB
13552,blaTEM-1
13552,mdsA
13552,mdsB
13553,mdsA
13553,mdsB
13554,blaTEM-1
13554,blaTEM
13554,mdsA
13554,mdsB
13555,blaHER-3
13555,blaTEM-1
13555,mdsA
13555,mdsB
13556,mdsA
13556,mdsB
13557,blaTEM-1
13557,blaTEM
13557,mdsA
13557,mdsB
13558,blaTEM-1
13558,blaTEM
13558,mdsA
13558,mdsB
13559,blaTEM-1
13559,blaTEM
13559,mdsA
13559,mdsB
13560,mdsA
13560,mdsB
13561,aph(3'')-Ib
13561,aph(6)-Id
13561,mdsA
13561,mdsB
13561,sul2
13561,tet(A)
13562,blaTEM-1
13562,blaTEM
13562,mdsA
13562,mdsB
13563,mdsA
13563,mdsB
13564,blaTEM-1
13564,blaTEM
13564,mdsA
13564,mdsB
13565,blaTEM-1
13565,blaTEM
13565,mdsA
13565,mdsB
13566,mdsA
13566,mdsB
13567,aph(3'')-Ib
13567,aph(6)-Id
13567,blaTEM-1
13567,blaTEM
13567,mdsA
13567,mdsB
13567,sul2
13567,tet(A)
13568,blaTEM-1
13568,mdsA
13568,mdsB
13569,blaTEM-1
13569,blaTEM
13569,mdsA
13569,mdsB
13570,blaTEM-1
13570,mdsA
13570,mdsB
13571,blaTEM-1
13571,blaTEM
13571,mdsA
13571,mdsB
13572,blaTEM-1
13572,blaTEM
13572,mdsA
13572,mdsB
13573,blaTEM-1
13573,mdsA
13573,mdsB
13574,aph(3'')-Ib
13574,aph(3')-Ia
13574,aph(6)-Id
13574,blaTEM-1
13574,mdsA
13574,mdsB
13574,sul2
13574,tet(A)
13575,blaTEM-1
13575,mdsA
13575,mdsB
13576,blaTEM-1
13576,mdsA
13576,mdsB
13577,blaTEM-1
13577,mdsA
13577,mdsB
13578,blaTEM-1
13578,mdsA
13578,mdsB
13579,blaTEM-1
13579,blaTEM
13579,mdsA
13579,mdsB
13580,aph(3'')-Ib
13580,aph(6)-Id
13580,blaTEM-1
13580,mdsA
13580,mdsB
13580,sul2
13580,tet(A)
13581,mdsA
13581,mdsB
13582,blaTEM-1
13582,mdsA
13582,mdsB
13583,mdsA
13583,mdsB
13584,aph(3')-Ia
13584,blaTEM-1
13584,mdsA
13584,mdsB
13585,mdsA
13585,mdsB
13586,aph(3'')-Ib
13586,aph(6)-Id
13586,blaTEM-1
13586,mdsA
13586,mdsB
13586,sul2
13586,tet(A)
13587,aph(6)-Id
13587,blaTEM-1
13587,dfrA14
13587,mdsA
13587,mdsB
13587,sul2
13588,blaTEM-1
13588,mdsA
13588,mdsB
13589,mdsA
13589,mdsB
13590,mdsA
13590,mdsB
13591,aph(3'')-Ib
13591,aph(6)-Id
13591,mdsA
13591,mdsB
13591,sul2
13591,tet(A)
13592,mdsA
13592,mdsB
13593,aph(3'')-Ib
13593,aph(6)-Id
13593,blaTEM-1
13593,mdsA
13593,mdsB
13593,sul2
13593,tet(A)
13594,aph(3'')-Ib
13594,aph(6)-Id
13594,mdsA
13594,mdsB
13594,sul2
13594,tet(A)
13595,aph(3'')-Ib
13595,aph(6)-Id
13595,mdsA
13595,sul2
13595,tet(A)
13596,mdsA
13596,mdsB
13597,aph(3'')-Ib
13597,aph(6)-Id
13597,mdsA
13597,mdsB
13597,sul2
13597,tet(A)
13598,aph(3'')-Ib
13598,aph(6)-Id
13598,blaTEM-1
13598,mdsA
13598,mdsB
13598,sul2
13598,tet(A)
