index,#Organism group,Strain
14161,E.coli and Shigella,19OR04GT12-EC
14162,E.coli and Shigella,CVM N19EC0372
14163,E.coli and Shigella,415
14164,E.coli and Shigella,19IA09GB06-EC
14165,E.coli and Shigella,19TX09GB03-EC
14166,E.coli and Shigella,35.25
14168,E.coli and Shigella,CVM N19EC0560
14169,E.coli and Shigella,CVM N17EC1252
14170,E.coli and Shigella,CVM N17EC0286
14171,E.coli and Shigella,CVM N19EC0496
14172,E.coli and Shigella,CVM N17EC0046
14173,E.coli and Shigella,CVM N17EC0040
14174,E.coli and Shigella,CVM N18EC0244
14175,E.coli and Shigella,CVM N17EC0304
14176,E.coli and Shigella,CVM N17EC0478
14177,E.coli and Shigella,CVM N17EC0582
14178,E.coli and Shigella,CVM N17EC1218
14179,E.coli and Shigella,CVM N18EC1396
14180,E.coli and Shigella,CVM N18EC1192
14181,E.coli and Shigella,Achtman MLST 617
14182,E.coli and Shigella,416
14183,E.coli and Shigella,CVM N18EC0454
14184,E.coli and Shigella,CVM N17EC0198
14185,E.coli and Shigella,CVM N17EC1282
14186,E.coli and Shigella,CVM N18EC1212
14187,E.coli and Shigella,19SC05GT20-EC
14188,E.coli and Shigella,CVM N19EC0107
14189,E.coli and Shigella,PNUSAE052315
14190,E.coli and Shigella,CVM N17EC0006
14191,E.coli and Shigella,19IA09GT15-EC
14192,E.coli and Shigella,ZTA15/01169-1EB1
14193,E.coli and Shigella,19GA07GB05
14194,E.coli and Shigella,CVM N19EC0415
14195,E.coli and Shigella,CVM N19EC0250
14196,E.coli and Shigella,CVM N19EC0300
14198,E.coli and Shigella,19SD08PC10-EC
14199,E.coli and Shigella,CVM N18EC090
14200,E.coli and Shigella,CVM N19EC0638
14201,E.coli and Shigella,CVM N19EC1345
14202,E.coli and Shigella,CVM N19EC1047
14203,E.coli and Shigella,19OR12GB07-EC
14204,E.coli and Shigella,19CA09CB33-UCD-EC
14207,E.coli and Shigella,CVM N33624PS
14208,E.coli and Shigella,CVM N18EC1301
14209,E.coli and Shigella,CVM N18EC034
14210,E.coli and Shigella,CVM N18EC030
14211,E.coli and Shigella,CVM N18EC014
14212,E.coli and Shigella,19GA11GT10-EC
14213,E.coli and Shigella,19MD11GT06-EC
14214,E.coli and Shigella,CVM N19EC1337
14215,E.coli and Shigella,19IA12PC02-EC
14216,E.coli and Shigella,R13-AF12-pSow-05
14217,E.coli and Shigella,R13-AF12-pSow-04
14218,E.coli and Shigella,Res13-Lact-PER13-36
14219,E.coli and Shigella,Res13-Lact-PER09-33
14220,E.coli and Shigella,Res13-Lact-PEA19-11
14221,E.coli and Shigella,Res13-Lact-PEA18-23
14222,E.coli and Shigella,CVM N19EC1190
14223,E.coli and Shigella,CVM N19EC0639
14224,E.coli and Shigella,34.37
14225,E.coli and Shigella,34.31
14226,E.coli and Shigella,34.12
14227,E.coli and Shigella,33.70
14228,E.coli and Shigella,Res13-Lact-PEA08-37
14229,E.coli and Shigella,Res13-Lact-LEA2-09
14230,E.coli and Shigella,Res13-Lact-EA22-14
14231,E.coli and Shigella,Res13-Sevr-PEA18-33
14232,E.coli and Shigella,Res13-Lact-EA06-30
14233,E.coli and Shigella,Res13-Lact-EA06-23
14234,E.coli and Shigella,Res13-Fini-PEA20-25
14235,E.coli and Shigella,CVM N18EC085
14236,E.coli and Shigella,CVM N19EC0369
14237,E.coli and Shigella,CVM N18EC1070
14238,E.coli and Shigella,CVM N17EC0602
14239,E.coli and Shigella,URMC_13
14240,E.coli and Shigella,URMC_53
14241,E.coli and Shigella,URMC_51
14242,E.coli and Shigella,CVM N18EC1286
14243,E.coli and Shigella,19MD09GT01-EC
14244,E.coli and Shigella,19NC12GT10_EC
14245,E.coli and Shigella,19CO07TG20-EC
14246,E.coli and Shigella,417
14247,E.coli and Shigella,19CO11CB16-EC
14248,E.coli and Shigella,CVM N18EC0806
14249,E.coli and Shigella,CVM N19EC0320
14250,Salmonella enterica,CVM N45412
14251,Salmonella enterica,CVM N47718
14252,Salmonella enterica,CVM N47729
14253,Salmonella enterica,CVM N47730
14254,Salmonella enterica,CVM N51241
14255,Salmonella enterica,CVM N53014
14256,Salmonella enterica,CVM N53058
14257,Salmonella enterica,CVM N53827
14258,Salmonella enterica,CVM N54266
14259,Salmonella enterica,CVM N54723
14260,Salmonella enterica,CVM N54724
14261,Salmonella enterica,CVM N54744
14262,Salmonella enterica,CVM N55365
14263,Salmonella enterica,CVM N55399
14264,Salmonella enterica,CVM N42508
14265,Salmonella enterica,CVM N55849
14266,Salmonella enterica,CVM N55857
14267,Salmonella enterica,CVM N56225
14268,Salmonella enterica,CVM N56566
14269,Salmonella enterica,CVM N57995
14270,Salmonella enterica,CVM N58004
14271,Salmonella enterica,CVM N58005
14272,Salmonella enterica,CVM N58007
14273,Salmonella enterica,CVM N58008
14274,Salmonella enterica,CVM N16S016
14275,Salmonella enterica,CVM N16S138
14276,Salmonella enterica,CVM N16S293
14277,Salmonella enterica,CVM N16S314
14278,Salmonella enterica,CVM N16S316
14279,Salmonella enterica,CVM N16S174
14280,Salmonella enterica,CVM N16S176
14281,Salmonella enterica,CVM N16S295
14282,Salmonella enterica,CVM N16S007
14283,Salmonella enterica,CVM N16S261
14284,Salmonella enterica,CVM N16S162
14285,Salmonella enterica,CVM N16S292
14286,Salmonella enterica,CVM N16S306
14287,Salmonella enterica,CVM N16S230
14288,Salmonella enterica,CVM N16S411
14289,Salmonella enterica,CVM N16S254
14290,Salmonella enterica,CVM N16S255
14291,Salmonella enterica,CVM N16S340
14292,Salmonella enterica,CVM N16S147
14293,Salmonella enterica,CVM N16S225
14294,Salmonella enterica,CVM N16S229
14295,Salmonella enterica,CVM N16S424
14296,Salmonella enterica,CVM N16S330
14297,Salmonella enterica,CVM N17S001
14298,Salmonella enterica,CVM N17S006
14299,Salmonella enterica,CVM N17S298
14300,Salmonella enterica,CVM N17S1097
14301,Salmonella enterica,CVM N17S1472
14302,Salmonella enterica,CVM N17S1364
14303,Salmonella enterica,CVM N17S1398
14304,Salmonella enterica,CVM N17S428
14305,Salmonella enterica,CVM N17S1372
14306,Salmonella enterica,CVM N17S561
14307,Salmonella enterica,CVM N17S1124
14308,Salmonella enterica,CVM N17S1182
14309,Salmonella enterica,CVM N17S401
14310,Salmonella enterica,CVM N17S1147
14311,Salmonella enterica,CVM N17S1273
14312,Salmonella enterica,CVM N17S1274
14313,Salmonella enterica,CVM N17S1337
14314,Salmonella enterica,CVM N17S854
14315,Salmonella enterica,CVM N17S1529
14316,Salmonella enterica,19WA01CB31-S1
14317,Salmonella enterica,19WA01CB33-S1
14318,Salmonella enterica,19WA01GT08-S1
14319,Salmonella enterica,19WA02CB38-S1
14320,Salmonella enterica,PNUSAS076234
14321,Salmonella enterica,CVM N18S0333
14322,Salmonella enterica,CVM N18S0436
14323,Salmonella enterica,CVM N18S0413
14324,Salmonella enterica,CVM N18S0453
14325,Salmonella enterica,19OR03CB17-S1
14326,Salmonella enterica,19OR02CB25-S1
14327,Salmonella enterica,19OR02CB22-S1
14328,Salmonella enterica,19OR03CB26-S1
14329,Salmonella enterica,19WA05CB01-S1
14330,Salmonella enterica,19OR03CB12-S1
14331,Salmonella enterica,19WA05CB24-S1
14332,Salmonella enterica,19MN04CB06
14333,Salmonella enterica,19WA06CB09-S1
14334,Salmonella enterica,19WA06CB10-S1
14335,Salmonella enterica,19WA06CB12-S1
14336,Salmonella enterica,19WA06CB11-S1
14337,Salmonella enterica,19OR07CB15-S1
14338,Salmonella enterica,CVM N18S0867
14339,Salmonella enterica,CVM N18S1938
14340,Salmonella enterica,CVM N18S1298
14341,Salmonella enterica,CVM N18S0862
14342,Salmonella enterica,CVM N18S1212
14343,Salmonella enterica,CVM N18S1226
14344,Salmonella enterica,CVM N18S1240
14345,Salmonella enterica,CVM N18S1610
14346,Salmonella enterica,CVM N18S2045
14347,Salmonella enterica,CVM N18S0446
14348,Salmonella enterica,CVM N18S2003
14349,Salmonella enterica,CVM N18S0004
14350,Salmonella enterica,CVM N18S1532
14351,Salmonella enterica,CVM N18S2137
14352,Salmonella enterica,CVM N18S2138
14353,Salmonella enterica,CVM N19S0117
14354,Salmonella enterica,CVM N19S0123
14355,Salmonella enterica,CVM N19S0122
14356,Salmonella enterica,CVM N19S0120
14357,Salmonella enterica,CVM N19S0112
14358,Salmonella enterica,CVM N19S0094
14359,Salmonella enterica,CVM N19S0093
14360,Salmonella enterica,CVM N18S1644
14361,Salmonella enterica,19WA07CB37-S1
14362,Salmonella enterica,19WA07CB39-S1
14363,Salmonella enterica,19OR07CB17-S1
14364,Salmonella enterica,19WA06CB26-S1
14365,Salmonella enterica,19MO08CB36-S1
14366,Salmonella enterica,19WA08CB35-S1
14367,Salmonella enterica,19WA08CB33-S1
14368,Salmonella enterica,CVM N19S0231
14369,Salmonella enterica,CVM N19S0586
14370,Salmonella enterica,CVM N19S0550
14371,Salmonella enterica,CVM N19S0544
14372,Salmonella enterica,CVM N19S0541
14373,Salmonella enterica,CVM N19S0430
14374,Salmonella enterica,CVM N19S0426
14375,Salmonella enterica,CVM N19S0424
14376,Salmonella enterica,CVM N19S0417
14377,Salmonella enterica,CVM N19S0415
14378,Salmonella enterica,CVM N19S0343
14379,Salmonella enterica,CVM N19S0341
14380,Salmonella enterica,19OR08CB06-S1
14381,Salmonella enterica,19OR08CB01-S1
14382,Salmonella enterica,19OR08CB10-S1
14383,Salmonella enterica,CVM N19S0594
14384,Salmonella enterica,CVM N19S0721
14385,Salmonella enterica,CVM N19S0854
14386,Salmonella enterica,CVM N19S0852
14387,Salmonella enterica,19OR09CB20-S1
14388,Salmonella enterica,CVM N18S2004
14389,Salmonella enterica,19WA09CB10-S1
14390,Salmonella enterica,19CO05CB20-S1
14391,Salmonella enterica,19CO04CB19-S1
14392,Salmonella enterica,19OR01CB19-S1
14393,Salmonella enterica,19WA09CB27-S1
14394,Salmonella enterica,19CO07CB32-S1
14395,Salmonella enterica,19CO07CB19-S1
14396,Salmonella enterica,19WA10CB12-S1
14397,Salmonella enterica,19WA10CB04-S1
14398,Salmonella enterica,19CO02CB33-S1
14399,Salmonella enterica,19OR10CB06-S1
14400,Salmonella enterica,19OR10CB11-S1
14401,Salmonella enterica,19WA10CB19-S1
14402,Salmonella enterica,19CO09CB21-S1
14403,Salmonella enterica,19MO10CB08-S1
14404,Salmonella enterica,19SD09CB28-S1
14405,Salmonella enterica,19OR11CB07-S1
14406,Salmonella enterica,19OR11CB09-S1
14407,Salmonella enterica,19MN11CB40
14408,Salmonella enterica,19MN11CB39-51
14409,Salmonella enterica,19MN11CB34
14410,Salmonella enterica,CVM N19S0907
14411,Salmonella enterica,CVM N19S0702
14412,Salmonella enterica,19MO12CB30-S1
14413,Salmonella enterica,19KS09CB19-S1
14414,Salmonella enterica,19KS09CB13-S1
14415,Salmonella enterica,19MN12CB02
14416,Salmonella enterica,19MN12CB03
14417,Salmonella enterica,19WA12CB37-S1
14418,Salmonella enterica,19GA12CB31-S
14419,Salmonella enterica,19GA12CB32-S
14420,Salmonella enterica,19WA12CB01-S1
14421,Salmonella enterica,19MN06CB22
14422,Salmonella enterica,19MN05CB15-S1
14423,Salmonella enterica,19MN07CB24
14424,Salmonella enterica,CVM N19S1856
14425,Salmonella enterica,CVM N19S1854
14426,Salmonella enterica,CVM N19S1853
14427,Salmonella enterica,CVM N19S1786
14428,Salmonella enterica,CVM N19S1782
14429,Salmonella enterica,CVM N19S1780
14430,Salmonella enterica,CVM N19S1739
14431,Salmonella enterica,CVM N19S1738
14432,Salmonella enterica,CVM N19S1736
14433,Salmonella enterica,CVM N19S1734
14434,Salmonella enterica,CVM N19S1566
14435,Salmonella enterica,CVM N19S1560
14436,Salmonella enterica,CVM N19S1932
14437,Salmonella enterica,CVM N19S1931
14438,Salmonella enterica,19WA03CB28-S1
14439,Salmonella enterica,19WA03CB31-S1
14440,Salmonella enterica,19CO12CB19-S1
14441,Salmonella enterica,19CO11CB16-S1
14442,Salmonella enterica,CVM N19S1268
14443,Salmonella enterica,CVM N19S1265
14444,Salmonella enterica,CVM N19S1263
14445,Salmonella enterica,CVM N19S1179
14446,Salmonella enterica,CVM N19S1173
14447,Salmonella enterica,CVM N19S1058
14448,Salmonella enterica,CVM N19S1053
14449,Salmonella enterica,CVM N19S1052
14450,Salmonella enterica,CVM N19S0810
14451,Salmonella enterica,CVM N19S0785
14452,Salmonella enterica,CVM N45928
14453,Salmonella enterica,CVM N45929
14454,Salmonella enterica,CVM N47714
14455,Salmonella enterica,CVM N54719
14456,Salmonella enterica,VA-WGS-00554
14457,Salmonella enterica,FSIS1605666
14458,Salmonella enterica,FSIS1606405
14459,Salmonella enterica,CVM N29304
14460,Salmonella enterica,CVM N37915
14461,Salmonella enterica,CVM N37916
14462,Salmonella enterica,CVM N32760
14463,Salmonella enterica,CVM N35518
14464,Salmonella enterica,FSIS1606916
14465,Salmonella enterica,FSIS1606933
14466,Salmonella enterica,FSIS1607125
14467,Salmonella enterica,2014AM-0946
14468,Salmonella enterica,2014AM-2449
14469,Salmonella enterica,CVM N16S294
14470,Salmonella enterica,CVM N16S283
14471,Salmonella enterica,CVM N17S1101
14472,Salmonella enterica,CVM N17S210
14473,Salmonella enterica,CVM N17S604
14474,Salmonella enterica,CVM N18S1247
14475,Salmonella enterica,CVM N19S0037
14476,Salmonella enterica,NY-N6
14477,Salmonella enterica,CVM N48701
14478,Salmonella enterica,CVM N53042
14479,Salmonella enterica,CVM N32758
14480,Salmonella enterica,19MO05CB32-S1
14481,Salmonella enterica,19WA04CB27-S1
14482,Salmonella enterica,CVM N18S2179
14483,Salmonella enterica,CVM N19S0187
14484,Salmonella enterica,CVM N19S0608
14485,Salmonella enterica,CVM N19S0592
14486,Salmonella enterica,CVM N19S0539
14487,Salmonella enterica,CVM N19S0505
14488,Salmonella enterica,CVM N19S0180
14489,Salmonella enterica,CVM N19S0398
14490,Salmonella enterica,CVM N19S0746
14491,Salmonella enterica,19MD04CB04
14492,Salmonella enterica,19CO08PC01-S1
14493,Salmonella enterica,19OR12CB24-S1
14494,Salmonella enterica,CVM N19S2103
14495,Salmonella enterica,CVM N19S1928
14496,Salmonella enterica,WAPHL-SAL-A00317
14497,Salmonella enterica,WAPHL-SAL-A00330
14498,Salmonella enterica,NY-22697
14499,Salmonella enterica,NY-22699
14500,Salmonella enterica,NY-22707
14501,Salmonella enterica,NY-29461
14502,Salmonella enterica,WAPHL_SAL-A00443
14503,Salmonella enterica,NY-29768
14504,Salmonella enterica,CVM N54291
14505,Salmonella enterica,CVM N54292
14506,Salmonella enterica,VA-WGS-00612
14507,Salmonella enterica,WAPHL-SAL-A01067
14508,Salmonella enterica,CVM N57128F
14509,Salmonella enterica,CVM N57391F
14510,Salmonella enterica,CVM N57393F
14511,Salmonella enterica,CVM N57467F
14512,Salmonella enterica,CVM N57615F
14513,Salmonella enterica,CVM N57690F
14514,Salmonella enterica,CVM N58598F
14515,Salmonella enterica,CVM-N19852
14516,Salmonella enterica,FSIS1606328
14517,Salmonella enterica,FSIS1606404
14518,Salmonella enterica,2014AM-1389
14519,Salmonella enterica,2014AM-3156
14520,Salmonella enterica,2014AM-2566
14521,Salmonella enterica,2014AM-3153
14522,Salmonella enterica,CVM N17S1196
14523,Salmonella enterica,CVM N18S1655
14524,Salmonella enterica,CVM N16S224
14525,Salmonella enterica,WAPHL-SAL-A00238
14526,Salmonella enterica,WAPHL-SAL-A00240
14527,Salmonella enterica,WAPHL-SAL-A00241
14528,Salmonella enterica,WAPHL-SAL-A00239
14529,Salmonella enterica,FL-NRM048
14530,Salmonella enterica,FL-NRM049
14531,Salmonella enterica,WAPHL_SAL-A00525
14532,Salmonella enterica,WAPHL_SAL-A00530
14533,Salmonella enterica,WAPHL_SAL-A00526
14534,Salmonella enterica,NY-32393
14535,Salmonella enterica,WAPHL_SAL-A00726
14536,Salmonella enterica,FL-NRM290
14537,Salmonella enterica,NY-N13661
14538,Salmonella enterica,FL-NRM150
14539,Salmonella enterica,FL-NRM151
14540,Salmonella enterica,FL-NRM239
14541,Salmonella enterica,FL-NRM260
14542,Salmonella enterica,FL-NRM289
14543,Salmonella enterica,AZ-TG74920
14544,Salmonella enterica,CVM N45924
14545,Salmonella enterica,CVM N45925
14546,Salmonella enterica,WAPHL_SAL-A00858
14547,Salmonella enterica,CVM N52027
14548,Salmonella enterica,CVM N52040
14549,Salmonella enterica,CVM N52042
14550,Salmonella enterica,CVM N52053
14551,Salmonella enterica,CVM N53030
14552,Salmonella enterica,CVM N53072
14553,Salmonella enterica,CVM N53844
14554,Salmonella enterica,CVM N53845
14555,Salmonella enterica,CVM-N16430
14556,Salmonella enterica,VA-WGS-00545
14557,Salmonella enterica,VA-WGS-00533
14558,Salmonella enterica,VA-WGS-00534
14559,Salmonella enterica,CVM-N23818
14560,Salmonella enterica,CVM N37918
14561,Salmonella enterica,CVM N40408
14562,Salmonella enterica,WAPHL-SAL-A00974
14563,Salmonella enterica,CVM-N23819
14564,Salmonella enterica,NY-N20056
14565,Salmonella enterica,WAPHL-SAL-A01102
14566,Salmonella enterica,CVM-N25392
14567,Salmonella enterica,CVM-N26653
14568,Salmonella enterica,CVM-N26654
14569,Salmonella enterica,FSIS1605832
14570,Salmonella enterica,CVM N57619F
14571,Salmonella enterica,CVM-N19821
14572,Salmonella enterica,CVM-N27409
14573,Salmonella enterica,CVM-N28363
14574,Salmonella enterica,FSIS1606624
14575,Salmonella enterica,FSIS1606574
14576,Salmonella enterica,CVM N42470
14577,Salmonella enterica,CVM N42471
14578,Salmonella enterica,CVM N31398
14579,Salmonella enterica,CVM N31399
14580,Salmonella enterica,CVM N31404
14581,Salmonella enterica,2014AM-0327
14582,Salmonella enterica,2014AM-3013
14583,Salmonella enterica,2014AM-0422
14584,Salmonella enterica,2014AM-2265
14585,Salmonella enterica,CVM N16S301
14586,Salmonella enterica,CVM N16S242
14587,Salmonella enterica,CVM N16S349
14588,Salmonella enterica,CVM N16S343
14589,Salmonella enterica,CVM N16S267
14590,Salmonella enterica,CVM N16S327
14591,Salmonella enterica,CVM N16S328
14592,Salmonella enterica,CVM N17S1171
14593,Salmonella enterica,CVM N17S265
14594,Salmonella enterica,CVM N17S125
14595,Salmonella enterica,CVM N17S268
14596,Salmonella enterica,CVM N17S267
14597,Salmonella enterica,19WA01GT04-S1
14598,Salmonella enterica,CVM N18S0512
14599,Salmonella enterica,CVM N18S0519
14600,Salmonella enterica,CVM N18S0088
14601,Salmonella enterica,CVM N18S0353
14602,Salmonella enterica,CVM N18S0129
14603,Salmonella enterica,CVM N18S0119
14604,Salmonella enterica,CVM N18S0118
14605,Salmonella enterica,CVM N18S0308
14606,Salmonella enterica,CVM N18S1383
14607,Salmonella enterica,CVM N18S0600
14608,Salmonella enterica,CVM N18S0027
14609,Salmonella enterica,CVM N19S0805
14610,Salmonella enterica,19WA04GT19-S1
14611,Salmonella enterica,CVM N19S0282
14612,Salmonella enterica,CVM N19S0280
14613,Salmonella enterica,19CA09PC05-S1
14614,Salmonella enterica,CVM N17S266
14615,Salmonella enterica,WAPHL-SAL-A00220
14616,Salmonella enterica,WAPHL_SAL-A00568
14617,Salmonella enterica,AZ-TG74460
14618,Salmonella enterica,FL-NRM229
14619,Salmonella enterica,CVM N43454
14620,Salmonella enterica,CVM N43826
14621,Salmonella enterica,CVM N45395
14622,Salmonella enterica,CVM N45927
14623,Salmonella enterica,CVM N45942
14624,Salmonella enterica,CVM N46855
14625,Salmonella enterica,CVM N48696
14626,Salmonella enterica,CVM N50441
14627,Salmonella enterica,CVM N51242
14628,Salmonella enterica,CVM N51284
14629,Salmonella enterica,CVM N51308
14630,Salmonella enterica,CVM N51983
14631,Salmonella enterica,CVM N48703
14632,Salmonella enterica,CVM N53039
14633,Salmonella enterica,CVM N53067
14634,Salmonella enterica,CVM N55372
14635,Salmonella enterica,CVM N55374
14636,Salmonella enterica,CVM N55380
14637,Salmonella enterica,CVM-N15842
14638,Salmonella enterica,VA-WGS-00546
14639,Salmonella enterica,CVM N38885
14640,Salmonella enterica,CVM N42479
14641,Salmonella enterica,CVM N42480
14642,Salmonella enterica,CVM-N23766
14643,Salmonella enterica,FSIS1605562
14644,Salmonella enterica,FSIS1605970
14645,Salmonella enterica,CVM N56233
14646,Salmonella enterica,CVM N56237
14647,Salmonella enterica,CVM N57969
14648,Salmonella enterica,CVM N57982
14649,Salmonella enterica,CVM N57990
14650,Salmonella enterica,CVM N58015
14651,Salmonella enterica,CVM N58016
14652,Salmonella enterica,CVM N58027
14653,Salmonella enterica,CVM-N19858
14654,Salmonella enterica,CVM N42478
14655,Salmonella enterica,CVM N30666
14656,Salmonella enterica,CVM N37908
14657,Salmonella enterica,CVM N32060
14658,Salmonella enterica,2014AM-2438
14659,Salmonella enterica,CVM N16S317
14660,Salmonella enterica,CVM N16S358
14661,Salmonella enterica,CVM N16S248
14662,Salmonella enterica,CVM N16S164
14663,Salmonella enterica,CVM N16S159
14664,Salmonella enterica,CVM N16S342
14665,Salmonella enterica,CVM N16S148
14666,Salmonella enterica,CVM N16S146
14667,Salmonella enterica,CVM N16S040
14668,Salmonella enterica,CVM N16S037
14669,Salmonella enterica,CVM N16S064
14670,Salmonella enterica,CVM N16S362
14671,Salmonella enterica,CVM N16S112
14672,Salmonella enterica,CVM N16S186
14673,Salmonella enterica,CVM N16S083
14674,Salmonella enterica,CVM N17S1108
14675,Salmonella enterica,CVM N17S1191
14676,Salmonella enterica,CVM N17S1459
14677,Salmonella enterica,CVM N17S083
14678,Salmonella enterica,CVM N17S348
14679,Salmonella enterica,CVM N17S115
14680,Salmonella enterica,CVM N17S389
14681,Salmonella enterica,CVM N17S579
14682,Salmonella enterica,CVM N17S420
14683,Salmonella enterica,CVM N17S383
14684,Salmonella enterica,CVM N17S340
14685,Salmonella enterica,19CO01GT14-S1
14686,Salmonella enterica,CVM N18S0297
14687,Salmonella enterica,19TN01GT02K-S
14688,Salmonella enterica,19TN01GT10N-S
14689,Salmonella enterica,CVM N18S0857
14690,Salmonella enterica,CVM N18S2172
14691,Salmonella enterica,CVM N18S0391
14692,Salmonella enterica,CVM N18S0479
14693,Salmonella enterica,CVM N19S0977
14694,Salmonella enterica,CVM N19S1977
14695,Salmonella enterica,FSIS1606504
14696,Salmonella enterica,CVM N17S129
14697,Salmonella enterica,CVM N50439
14698,Salmonella enterica,CVM N29364
14699,Salmonella enterica,VA-WGS-00448
14700,Salmonella enterica,CVM-N26634
14701,Salmonella enterica,CVM-N26635
14702,Salmonella enterica,CVM N31388
14703,Salmonella enterica,CVM N19S0087
14704,Salmonella enterica,CVM N16S423
14705,Salmonella enterica,2014AM-2338
14706,Salmonella enterica,CVM N18S1942
14707,Salmonella enterica,CVM N19S2120
14708,Salmonella enterica,CVM N19S0434
14709,Salmonella enterica,CVM N57100F
14710,Salmonella enterica,CVM N56945F
14711,Salmonella enterica,CVM N45399
14712,Salmonella enterica,CVM N17S119
14713,Salmonella enterica,FSIS1605674
14714,Salmonella enterica,FL-NRM228
14715,Salmonella enterica,19WA01CB19-S1
14716,Salmonella enterica,19OR03GT06-S1
14717,Salmonella enterica,19OR03GT05-S1
14718,Salmonella enterica,2014AM-2649
14719,Salmonella enterica,CVM-N23822
14720,Salmonella enterica,CVM-N23848
14721,Salmonella enterica,CVM N29382
14722,Salmonella enterica,CVM N29380
14723,Salmonella enterica,CVM N29381
14724,Salmonella enterica,CVM N56981F
14725,Salmonella enterica,CVM N57640F
14726,Salmonella enterica,VA-WGS-00568
14727,Salmonella enterica,VA-WGS-00565
14728,Salmonella enterica,WAPHL-SAL-A01024
14729,Salmonella enterica,CVM N16S404
14730,Salmonella enterica,CVM N19S1565
14731,Salmonella enterica,CVM N45943
14732,Salmonella enterica,FSIS1606282
14733,Salmonella enterica,CVM N32041
14734,Salmonella enterica,WAPHL_SAL-A00760
14735,Salmonella enterica,CVM N17S132
14736,Salmonella enterica,WAPHL_SAL-A00522
14737,Salmonella enterica,CVM N51280
14738,Salmonella enterica,CVM N57036F
14739,Salmonella enterica,CVM N58613F
14740,Salmonella enterica,FSIS1606519
14741,Salmonella enterica,CVM N43471
14742,Salmonella enterica,19OR11GT12-S1
14743,Salmonella enterica,CVM N19S1562
14744,Salmonella enterica,CVM N19S1830
14745,Salmonella enterica,FSIS1605565
14746,Salmonella enterica,CVM N57713F
14747,Salmonella enterica,AZ-TG74928
14748,Salmonella enterica,WAPHL-SAL-A01014
14749,Salmonella enterica,CVM N30640
14750,Salmonella enterica,CVM N30641
14751,Salmonella enterica,CVM N18S0493
14752,Salmonella enterica,CVM N19S1491
14753,Salmonella enterica,CVM N30673
14754,Salmonella enterica,CVM N54745
14755,Salmonella enterica,CVM N57389F
14756,Salmonella enterica,19MD04GT10
14757,Salmonella enterica,FSIS1606577
14758,Salmonella enterica,FSIS1607115
14759,Salmonella enterica,CVM N38920
14760,Salmonella enterica,WAPHL-SAL-A00342
14761,Salmonella enterica,WAPHL-SAL-A00343
14762,Salmonella enterica,WAPHL-SAL-A01043
14763,Salmonella enterica,WAPHL-SAL-A01082
14764,Salmonella enterica,CVM N19S0386
14765,Salmonella enterica,FSIS1606508
14766,Salmonella enterica,FSIS1606024
14767,Salmonella enterica,2014AM-1410
14768,Salmonella enterica,CVM-N19770
14769,Salmonella enterica,AZ-TG74268
14770,Salmonella enterica,AZ-TG74272
14771,Salmonella enterica,CVM N18S0663
14772,Salmonella enterica,CVM N18S2167
14773,Salmonella enterica,CVM N19S0456
14774,Salmonella enterica,CVM N54274
14775,Salmonella enterica,2014AM-0362
14776,Salmonella enterica,NY-N13142
14777,Salmonella enterica,NY-N13141
14778,Salmonella enterica,CVM N18S1152
14779,Salmonella enterica,CVM N19S0143
14780,Salmonella enterica,2014AM-1834
14781,Salmonella enterica,CVM N51981
14782,Salmonella enterica,AZ-TG74292
14783,Salmonella enterica,CVM-N15802
14784,Salmonella enterica,VA-WGS-00566
14785,Salmonella enterica,VA-WGS-00564
14786,Salmonella enterica,CVM N57921F
14787,Salmonella enterica,AZ-TG74412
14788,Salmonella enterica,NY-N11249
14789,Salmonella enterica,NY-N11230
14790,Salmonella enterica,NY-N11228
14791,Salmonella enterica,CVM N54253
14792,Salmonella enterica,CVM N16S384
14793,Salmonella enterica,CVM N16S068
14794,Salmonella enterica,CVM N18S0192
14795,Salmonella enterica,CVM N19S0729
14796,Salmonella enterica,AZ-TG74716
14797,Salmonella enterica,AZ-TG74316
14798,Salmonella enterica,AZ-TG74312
14799,Salmonella enterica,FL-NRM210
14800,Salmonella enterica,NY-N13130
14801,Salmonella enterica,WAPHL_SAL-A00778
14802,Salmonella enterica,WAPHL_SAL-A00814
14803,Salmonella enterica,WAPHL_SAL-A00813
14804,Salmonella enterica,CVM N42232
14805,Salmonella enterica,CVM N16S355
14806,Salmonella enterica,CVM N17S834
14807,Salmonella enterica,NY-N4
14808,Salmonella enterica,NY-N21
14809,Salmonella enterica,WAPHL_SAL-A00865
14810,Salmonella enterica,CVM N57782F
14811,Salmonella enterica,CVM N57842F
14812,Salmonella enterica,2014AM-3189
14813,Salmonella enterica,2014AM-2548
14814,Salmonella enterica,2014AM-0902
14815,Salmonella enterica,2014AM-0145
14816,Salmonella enterica,2014AM-1458
14817,Salmonella enterica,WAPHL-SAL-A00235
14818,Salmonella enterica,WAPHL-SAL-A00223
14819,Salmonella enterica,WAPHL-SAL-A00224
14820,Salmonella enterica,WAPHL-SAL-A00262
14821,Salmonella enterica,WAPHL-SAL-A00269
14822,Salmonella enterica,WAPHL-SAL-A00265
14823,Salmonella enterica,WAPHL-SAL-A00287
14824,Salmonella enterica,WAPHL-SAL-A00276
14825,Salmonella enterica,WAPHL-SAL-A00331
14826,Salmonella enterica,WAPHL-SAL-A00332
